,Entity1,Entity2,Relation
14272,P}})\,ui,Suppose
14273,describes,\(\mathfrak,i.
14274,TPUs,\(\mathfrak,=
14275,TPU,\(\mathfrak,\mathfrak
14276,computes,ciphertexts,i+1
14277,\mathfrak,\(\mathfrak,denotes
14278,vi,vi,sends
14279,\(\mathfrak,\mathfrak,\mathfrak
14280,i\((i,\mathfrak,keeps
14281,TPUs,\left,compute
14282,BExt,TPU,algorithm
14283,yi,_,\(y
14284,enclaves,parameters,Stage
14285,enclave,computes,N−1
14286,1,SDD,uses
14287,seals,_,ai
14288,TPU,_,\(Y
14289,"1,\cdots",X,_
14290,SMM,satisfy,outputs
14291,list,\(\mathfrak,follows
14292,\rangle,f^,let
14293,algorithm,\texttt,outputs
14294,SEP2,\mathbb,_
14295,enclaves,parameters,Stage
14296,enclave,\([\!\,sends
14297,i+1,\([\!\,computes
14298,\(b_{i,computes,\([\!\![b^{*}]\!\
14299,TPU,b1,uses
14300,TPU,\(\mathfrak,\beta
14301,data,\(\mathfrak,Stage
14302,TPU,\mathfrak,computes
14303,TPU,\lceil,\(f_{i}\leftarrow
14304,SEP,satisfy,length
14305,"j=2,⋯,ℓ",x}}_{i,\rangle
14306,SEP,〉,outputs
14307,TPU,shares,holds
14308,listed,ui−vi,computes
14309,TPU,\(\mathfrak,outputs
14310,\(\mathfrak,u≥v,denotes
14311,goal,u,values
14312,2016a,\(\mathfrak,outputs
14313,TPUs,\(\mathfrak,outputs
14314,stores,〈,B
14315,computes,yi−Yi+Xi,described
14316,TPU,Si,puts
14317,protocol,conditions,processed
14318,\({S_{i,\,set
14319,\,s.t,\mod
14320,procedure,_,generate
14321,L}}({S_{i,S_{i}\,set
14322,TPU,\(x^{*}_{i}\,contains
14323,\rangle,privacy,considers
14324,types,adversary,retrieve
14325,extensions,retrieval,achieve
14326,data,input,sealed
14327,system,"\(x^{*}_{1},\cdots",Suppose
14328,shares,TPU,=
14329,constructs,shares,follows
14330,TPU,enclave,initializes
14331,encrypts,δi,picks
14332,_,\(b^{*}_{i}\,denotes
14333,TPU,channel,let
14334,system,"\(x^{*}_{1},\cdots",Suppose
14335,xj,i\((j,=
14336,TPU,retrieve,holds
14337,TPUs,\([\!\![b^{*}]\!\,follows
14338,\(i,\([\!\![b^{*}]\!\,computes
14339,\(x_{\gamma,output,uses
14340,exponents,emin<0,support
14341,RU,storage,assume
14342,FPNs,section,transformed
14343,FPNs,exponential,allow
14344,TPUs,\,Assume
14345,TPUs,\texttt,executes
14346,"a1〉,⋯,〈aH","\rangle,\cdots","j=1,⋯,H."
14347,protocols,UNI,secure
14348,integer,type,shares
14349,algorithms,protocol,secure
14350,algorithms,protocol,secure
14351,denote,\hat,result
14352,section,computation,transformed
14353,number,numbers,stored
14354,section,retrieve,achieve
14355,storage,processing,sends
14356,secure,section,found
14357,TPUs,message,use
14358,data,key,secure
14359,RUs,skj,achieve
14360,j,shares,sends
14361,UnSeal,shares,stored
14362,crypto,framework,analyze
14363,set,secret,achieves
14364,shares,\mathbb,selected
14365,attacker,"\(X_{1},\cdots",holds
14366,element,\(x,protected
14367,shares,secret,achieves
14368,shares,secret,learns
14369,party,P,satisfies
14370,shares,\(\sum,hold
14371,adversary,t,X^{(t)}_{{\mathcal
14372,\(\delta,adversary,generated
14373,theorem,PCDD,gives
14374,section,\,Z}}_{N^{2}}^{*}\
14375,RTG,cryptosystem,generate
14376,encryption,i.,sent
14377,ciphertext,i.,sent
14378,compromise,Theorem,TPUs
14379,section,proof,secure
14380,PIR,functionality,achieve
14381,AHP,cryptosystem,achieve
14382,"a1,⋯,aH",processing,sent
14383,adversary,PCDD,know
14384,TPU,i.,generated
14385,compromises,2,TPUs
14386,shares,pattern,achieve
14387,PIR,cryptosystem,retrieve
14388,"a1,⋯,aH",processing,sent
14389,adversary,retrieval,know
14390,attacker,enclave,attack
14391,data,channel,separated
14392,data,enclaves,leaked
14393,shares,system,sealed
14394,ciphertexts,UnSeal,loaded
14395,TPUs,GenCpt,achieves
14396,tries,shares,recover
14397,tries,shares,recover
14398,separates,TPUs,distributes
14399,information,Theorem,compromised
14400,recover,period,TPUs
14401,attacker,computation,needs
14402,compromises,phase,fails
14403,LightCom,t_{a}\,secure
14404,section,LightCom,evaluate
14405,experiments,system,performed
14406,LightCom,level,called
14407,runtime,user,refers
14408,communication,LightCom,consider
14409,bits,security,let
14410,PCDD,message,takes
14411,b,protocols,affect
14412,number,H,encrypted
14413,runtime,parties,needed
14414,computations,Table,increase
14415,running,increases,increases
14416,UNI,ℓ.,associated
14417,resources,increase,increased
14418,PIR,Fig,increased
14419,ciphertexts,operations,cost
14420,number,LightCom,results
14421,trends,computation,corresponding
14422,computation,UNI,add
14423,∥N∥,multiplications,assume
14424,multiplications,multiplications,multiplications
14425,multiplications,I2B.,B2I
14426,phase,phase,multiplications
14427,phase,phase,multiplications
14428,protocols,O}}(1)\,multiplications
14429,solution,computation,allows
14430,Gentry,plaintext,permits
14431,construct,operations,reduce
14432,solutions,scenarios,libraries
14433,party,depth,allow
14434,operations,application,restrict
14435,system,leakage,brings
14436,server,security,separated
14437,parties,adversary,work
14438,computation,usage,constructed
14439,computations,technique,solve
14440,boosting,recognition,constructed
14441,logarithm,efficiency,achieve
14442,computation,parties,needs
14443,parties,application,rounds
14444,Intel\(^{\circledR,Extensions,\)Software
14445,TEE,OS,provides
14446,attack,computation,expose
14447,2017,information,enclave
14448,shadowing,enclave,gave
14449,vectors,accesses,constructed
14450,SGXPECTRE,registers,presented
14451,methods,protection,guarantee
14452,paper,process,proposed
14453,types,attack,outsourced
14454,framework,simulations,demonstrated
14455,LightCom,account,takes
14456,plan,applications,apply
14457,framework,computations,allows
14458,integer,\(\mathbb,constructed
14459,wishing,confidentiality,use
14460,TPUs,consideration,required
14461,Algorithm,section,found
14462,xj,section,needs
14463,SGX,TEE,considered
14464,LightCom,environment,designed
14465,Opportunities,Ali,challenges
14466,k,sharing,queries
14467,analysis,cyber,authenticated
14468,schemes,fields,secure
14469,General,Springer,secure
14470,intersection,data,meets
14471,Privacy,parties,preserving
14472,means,mining,IEEE
14473,Cache,Security,Machin
14474,System,applications,Execution
14475,Association,557–574,enclaves
14476,Liu,Architecture,IEEE
14477,E,keys,outsourcing
14478,Samanthula,data,secure
14479,sgx,programs,enclave
14480,attacks,execution,enclaved
14481,control,computing,secure
14482,data,cloud,Secure
14483,control,computing,secure
14484,MK,Proceedings,defeating
14485,comments,paper,improve
14486,research,Foundation,Endowed
14487,author(s,manuscript,read
14488,Liu,B.Sc,received
14489,interests,security,include
14490,authors,interests,declare
14491,Nature,affiliations,remains
14492,article,changes,permits
14493,article,material,included
14494,use,holder,need
14495,citation,Conditions,agree
14496,data,centre,Manage
14497,chains,risks,related
14498,mitigation,Industry,risks
14499,issues,technologies,presented
14500,system,analytics,identifies
14501,engine,edge,enables
14502,technologies,networks,migrated
14503,businesses,economy,opportunities
14504,set,al,create
14505,requirements,opportunities,enable
14506,enhancing,visibility,process
14507,businesses,models,enabled
14508,I4.0,CPS,introduced
14509,CPS,worlds,Tan
14510,promoting,platforms,enabled
14511,I4.0,processes,prepare
14512,principles,roadmap,presented
14513,study,development,building
14514,studies,defence,al
14515,resilience,environments,review
14516,study,management,builds
14517,increase,gathering,focuses
14518,chains,data,built
14519,devices,users,strengthen
14520,experts,organisations,identifies
14521,ML,chains,enabled
14522,privacy,compliance,challenges
14523,knowledge,projects,IAM
14524,benefits,analytics,established
14525,reports,areas,avoids
14526,community,research,enabled
14527,mitigation,Industry,risks
14528,issues,technologies,presented
14529,approach,chains,develop
14530,literature,models,includes
14531,review,research,synthesise
14532,studies,analysis,grouped
14533,framework,Industry,drives
14534,companies,Industry,transform
14535,technologies,enterprises,affect
14536,SME,environment,supply
14537,development,construction,build
14538,article,theory,draws
14539,findings,concepts,synthesised
14540,research,industries,performed
14541,representativeness,trends,determine
14542,study,techniques,al
14543,analysis,evidence,maps
14544,SME,management,integrate
14545,theory,principles,applies
14546,Chapter,I4.0,presents
14547,things,security,covers
14548,review,literature,follows
14549,models,Industry,represents
14550,Things,Management,approach
14551,review,topics,focused
14552,topics,focus,represent
14553,review,chains,categorises
14554,models,corporations,considered
14555,Complexities,individual,remain
14556,strategies,measurements,apply
14557,design,effects,creates
14558,businesses,themes,separates
14559,altering,features,applied
14560,SME,models,presented
14561,implementations,chains,enabled
14562,align,models,integrate
14563,I4.0,impact,evolve
14564,design,networks,presents
14565,chains,systems,creates
14566,Integrating,risk,cyber
14567,models,risk,applied
14568,correlation,operations,challenges
14569,process,management,presented
14570,technologies,making,enable
14571,2019a,networks,seen
14572,Building,management,outlines
14573,components,disruption,modified
14574,networks,privacy,need
14575,process,management,outlines
14576,machines,al,brings
14577,chains,mechanisms,supported
14578,recommendations,enterprises,apply
14579,SME,operations,integrate
14580,Integrating,participants,requires
14581,SME,management,integrate
14582,review,resources,confirms
14583,trends,review,gaps
14584,I4.0,chapter,frameworks
14585,activities,chains,addresses
14586,methodology,al,recommended
14587,design,industry,compares
14588,analysis,trends,applied
14589,justification,strategies,stated
14590,research,initiatives,reviewed
14591,initiatives,chains,discussed
14592,list,Table,included
14593,trends,adoption,reviewed
14594,case,initiatives,starts
14595,line,maker,promotes
14596,IIC,engines,supports
14597,report,I4.0,focuses
14598,initiatives,strategy,supported
14599,report,commerce,focussed
14600,years,sectors,estimates
14601,review,recommendations,makes
14602,funding,industry,denied
14603,points,funding,require
14604,workers,funding,requires
14605,subsidies,groups,calls
14606,government,economies,identify
14607,Japan,I4.0,accept
14608,reports,plans,identify
14609,initiative,networks,proposes
14610,production,cognition,automated
14611,projections,adoption,include
14612,NIT,I4.0,represents
14613,businesses,integration,contributes
14614,processes,ecosystem,focused
14615,address,planning,issues
14616,initiatives,enterprises,applicable
14617,trends,categories,identify
14618,shortcomings,trends,addressed
14619,strategies,approaches,emerge
14620,number,initiatives,gaps
14621,trends,initiative,refer
14622,categories,Fig,presented
14623,areas,approaches,relates
14624,initiative,principles,subcategories
14625,literature,literature,builds
14626,categories,2002,open
14627,analysis,evidence,diagrams
14628,practitioners,concept,described
14629,analysis,industry,presented
14630,design,approach,contributed
14631,categories,relationships,subcategories
14632,discussions,Fujitsu,included
14633,study,engineers,recruited
14634,approach,topics,follows
14635,definitions,platforms,advances
14636,areas,literature,et
14637,reasoning,humans,refers
14638,technologies,diagram,presented
14639,concepts,sensors,synthesised
14640,network,behaviour,create
14641,machines,space,al
14642,rigour,al,recommended
14643,chains,principles,I4.0
14644,system,Learning,supported
14645,principles,chains,represent
14646,technologies,platforms,allows
14647,systems,dimensions,provide
14648,design,verification,confirms
14649,machines,networks,connect
14650,I4.0,networks,expected
14651,chains,planning,need
14652,storage,interactions,ensure
14653,analysis,Fig,stated
14654,principles,Fig,confirmed
14655,state,Fig,I4.0
14656,state,chains,provides
14657,diagram,approaches,advances
14658,2004,level,presents
14659,system,Learning,supported
14660,technologies,networks,migrated
14661,challenges,chains,found
14662,SME,difficulties,challenges
14663,attackers,links,identify
14664,reemphasises,study,need
14665,SME,chain,need
14666,technologies,sensors,include
14667,chains,architecture,supported
14668,concepts,chains,I4.0
14669,literature,diagrams,relate
14670,categories,industry,integrates
14671,process,literature,follows
14672,components,infrastructure,shows
14673,I4.0,review,based
14674,categories,review,method
14675,businesses,design,synthesised
14676,chains,study,synthesised
14677,analysis,categories,relate
14678,networks,categories,relates
14679,gaps,models,principles
14680,findings,initiatives,enabled
14681,gaps,trends,initiatives
14682,plans,review,provided
14683,publications,article,represents
14684,initiatives,chapter,supported
14685,sequence,principles,Fig
14686,approach,literature,ensure
14687,3,chain,evaluates
14688,principles,knowledge,recommends
14689,enterprises,process,recourse
14690,system,Learning,supported
14691,continue,resolves,compromised
14692,systems,robust,recover
14693,structures,chains,principles
14694,principles,study,present
14695,relationships,vulnerability,principles
14696,risk,vulnerability,assessed
14697,tries,model,considers
14698,solutions,gaps,models
14699,dependent,models,assessed
14700,CVSS,models,analysed
14701,framework,framework,accepted
14702,framework,development,represents
14703,mechanisms,attacks,represent
14704,address,chain,increase
14705,learning,intelligence,articulates
14706,technologies,analytics,enable
14707,system,surfaces,work
14708,areas,interaction,required
14709,lessons,strategies,learned
14710,data,verticals,creates
14711,policies,analytics,considered
14712,analytics,acceptability,meet
14713,science,architectures,consideration
14714,address,chains,contributes
14715,study,chains,applies
14716,framework,trends,captures
14717,projects,adoption,reviewed
